,0,1,2
10,페르소나 게임 시리즈 외전들도 꼭 해봐야 하나요?,/qna/detail.nhn?d1id=2&dirId=20904&docId=298552016,제가 psp3005 기계로 페르소나3 포터블을 해봤고요그 다음에 ps vita 기계로 페르소나 4 더 골든을 이번에 해볼거고마지막으로 페르소나5는 더 골든 클리어 하고 조만간 ps4 사서 해볼려구 해요그런데 알아보니깐 페르소나 게임 시리즈 파생으로 여러가지 게임이 많이 있더라구요근데 이런것들을 하려면 ps3 이나 닌텐도3ds나 여러가지를 사야 할 수가 있던데그건 솔직히 좀 오바거든요 ㅠㅠ그래서 그런데 페르소나3 포터블 / 페르소나4 더 골든 / 페르소나5이렇게만 해봐도 페르소나 시리즈들을 제대로 즐겨봤다고 할 수 있을까요?
11,마크 아이디 팔아요,/qna/detail.nhn?d1id=2&dirId=20411&docId=298552011,2만원에 팔고 문상은 안받아요카톡:mnb01023491 사실분 톡 주세요
12,게임기획자하고 싶으면 게임학원가야해요??,/qna/detail.nhn?d1id=2&dirId=212&docId=298551821,굳이 학원을 가서 배워야 될수있어요?가기에는 조금 시간도없고 수강료도 비쌀거같고부담이 되긴해서...ㅜㅜㄷㆍ
13,정품인가요 ?,/qna/detail.nhn?d1id=2&dirId=2010604&docId=298551764,정품인가요 ?
14,세븐나이츠 결장덱 추천좀요 ㅠㅠ 공덱으로 하고싶은데 뭐가 필요한지 뭘껴야댈지 알려주세여 ㅠㅠ부탁 드려요,/qna/detail.nhn?d1id=2&dirId=208&docId=298551638,세븐나이츠 결장덱 추천좀요 ㅠㅠ 공덱으로 하고싶은데 뭐가 필요한지 뭘껴야댈지 알려주세여 ㅠㅠ부탁 드려요
15,롤 다른유저 리플보는법,/qna/detail.nhn?d1id=2&dirId=20132&docId=298551614,제가 쓰레쉬 하는대 포우가서 장인들 영상좀 리플 보려고 했더니 일반적으로 다운되는 파일이 아니며 손상시킬수 있다고 뜨면서 리플도 못보는데 이거 뭐 방법없나여? 그럼 리플누르는거는 왜있는거임 관전말고 경기끝난 리플영상 보는법좀 알려줘여 내 리플말고 다른사람꺼
16,게임학원에서 기획을 배우고 싶어요 도와주세요,/qna/detail.nhn?d1id=2&dirId=212&docId=298551611,기획자라는 직업이 매력이 있는것같아요근데 어디 게임학원을 다니는게 좋을까요??
17,롤 좀 키워주실분 ㅠ...,/qna/detail.nhn?d1id=2&dirId=20132&docId=298551570,현재 티어 실버4인데... 제가 못하는건지 팀운이 나쁜건지 계속 연패 하고 있네요 ㅠ.. 저랑 듀오 하거나 높은티어인데 밑에쪽에서 놀아보고 싶다 하시는분들 매너있으시고 정말 잘하시는분들 도와주세요 ㅠ
18,맨손으로세멘트를만졌는데어떻게씻어야하나요,/qna/detail.nhn?d1id=2&dirId=20605&docId=298551525,맨손으로세멘트를만졌는데어떻게씻어야하나요
19,"터모일을 살까요 휴먼 폴 플랫을 살까요8ㅅ8,,",/qna/detail.nhn?d1id=2&dirId=203&docId=298551514,"터모일을 살까요 휴먼 폴 플랫을 살까요8ㅅ8,,"
20,7등급 저축은행중 한도 가장 많이 나오는곳 좀 추천 해주세요 ? 대부업은 사양,/qna/detail.nhn?d1id=2&dirId=20207&docId=298551502,7등급 저축은행중 한도 가장 많이 나오는곳 좀 추천 해주세요 ? 대부업은 사양
21,이그림 그린사람 누구인가요? 최대한 빨리요 내공..,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298551351,이그림 그린사람 누구인가요?최대한 빨리요내공 넉넉히드려요
22,마구마구 다운로드,/qna/detail.nhn?d1id=2&dirId=20412&docId=298551349,"마구마구를 다운로드를 할 때, invalid file handle 32라는게 떳는데, 구글에서 찾아보니 폰트 다운로드 파일 같은거라네요. 그나저나 제가 다운로드를 할때 폰트가 다 깨져잇긴하네요. 어떻게 고쳐요?"
23,드래곤네스트m 머셔너리 스킬조합좀 알려주세요,/qna/detail.nhn?d1id=2&dirId=201&docId=298551311,드래곤네스트m 머셔너리 스킬조합좀 알려주세요
24,급합니다 메이플스토리 내구도 수리!!!,/qna/detail.nhn?d1id=2&dirId=2011403&docId=298551185,"먹깨비에서 '날렵한 스패너'라는 템이 나왔는데요, 내구도가 다 달게 되어서 그런데 수리불가라고 뜨는 이유가 뭔가요? 지금 내구도 20% 남았는데, 설마 그냥 이렇게 쓰고 버려야되는거에요? 이제 메이플에서 내구도 수리자체가 불가능한건가요?"
25,액셀 사용시 서식을 넣으면 숫자가 맘대로 변하는 현상 원인 및 해결방법,/qna/detail.nhn?d1id=2&dirId=2020402&docId=298551084,12자리 숫자를 대입할때예를 들어 1234-5678-9123-4567셀서식을 이용해서 ####-####-####-####이렇게 숫자 사이사이에 - 를 넣었습니다근데 하고 나면 - 는 생기는데 숫자 하나가 꼭 0으로 변하는 현상이 생깁니다원인과 해결책 아시는 분 답변 좀 바랍니다서식이 잘못된거면 서식도 좀 부탁드립니다감사합니다
26,스타크래프트 배틀넷 렉? 오류?,/qna/detail.nhn?d1id=2&dirId=20204&docId=298551062,"제가 노트북으로 스타를 하는데 친구와 LAN 그러니까 UDP로 들어가서 붙으면 아무 문제가 없는데배틀넷에서는 채팅도 한박자 느리게 입력되고 그 배틀넷 들어가면 생성 참가 레더 이런 베너? 그 칸들이 바로바로 안생기고 참가를 누르면 그 방목록들이 쫙 나오고 위에 필터나 방제목 검색이 있잖아요 그런 칸들이 바로바로 안생겨요. 방에 들어갈 수도 없고,, 무슨 배달음식 기다리는거 마냥 한 참 기다리면 조금씩 조금씩 되긴하는데 뭐 이런게 다있져? 심지어 게임을 아예 못들어갈 정도는 아니었는데 리마스터 첨 나왔을 때요..아는형이랑 같이하려는데 그 형도 채팅도 늦게 쳐지고 그렇다 하더라구요 대체 이게 왜 이러는거죠? 공유기 문제인가요?게임 할 때는 아무 이상 없이 플레이 잘됩니다. iptime 공유기에 랜선 꽂아서 사용하고 있구요 인터넷이 느리거나 하지는 않습니다. 노트북도 사양이 그렇게 딸리지도 않구요(롤 레포데2 디스아너드 정도 플레이 가능), 윈도우는 10입니다."
27,다크어벤저3 외형,/qna/detail.nhn?d1id=2&dirId=208&docId=298551059,머리랑 얼굴 바꾸고 변경권1개쓰고1000젬써서 저장도했는데 왜 변하지 않나요??어떻게 바꾸는거죠..
28,비디오 게임,/qna/detail.nhn?d1id=2&dirId=209&docId=298551035,예전에 하던 콘솔게임?팩으로 하던 게임 같은거 있는데 문구사에서도 팔던거 같았는데 ㅋㅋㅋㅋ요즘에는 호환되는 tv도 없을거 같은데 어떻게 처분하죠 ㅋㅋ
29,중고차 팔려고합니다.(라세티 프리미어 1.8 CDX A/T 중고차 매입가격),/qna/detail.nhn?d1id=2&dirId=209&docId=298551006,"차종 : 라세티 프리미어 1.8 CDX A/T 고급형연식 : 2010년 7월 / 검정색 차량주행거리 8만5천쯤 됩니다.[옵션]썬루프 / 갈색가죽시트 / 에어백(+전방 블랙박스랑 하이패스 있습니다.)네비는 없음.[다친곳]생활기스 좀 있고 휀다에 찍힌곳 있습니다.옛날에 주차하다가 박아서 좌측후방도어 아래쪽 로커패널 안쪽으로 좀 휘었습니다.(검정이라 그냥 냅뒀습니다.)보험처리 한번 있습니다. (앞범퍼 찌그러짐)[교체내역]타이어 교체한지 1년정도?3개월전에 엔진오일이랑 미션오일, 타이밍 벨트 교체했습니다.*지역은 경기 안양입니다."
30,배틀그라운드 홈페이지 접속 오류,/qna/detail.nhn?d1id=2&dirId=202&docId=298550855,"이 페이지에 연결할 수 없음다음을 시도해 보세요.웹 주소가 맞는지 확인하세요.http://pubg.game.daum.netBing에서 ""http://pubg.game.daum.net"" 검색페이지 새로 고침세부 정보어제는 잘 되더니 오늘 갑자기 계속 이러네...방법좀?"
31,안녕하십니까 저희 아버님께서 이빨에서 액체가 자꾸 나온다고 하셔서 여러 병원을 다 다녀 봤어도 원인을 알지,/qna/detail.nhn?d1id=2&dirId=20412&docId=298550807,안녕하십니까 저희 아버님께서 이빨에서 액체가 자꾸 나온다고 하셔서 여러 병원을 다 다녀 봤어도 원인을 알지 못하고 있네요 가만 있으면 끈적끈적한 액체가 나와서 붙는다고 합니다 어떻게 해야 할까요
32,중고시세알수잇을까요?,/qna/detail.nhn?d1id=2&dirId=20207&docId=298550663,중고시세알수잇을까요?
33,614936147053 이택배 언제도착할까요ㅠㅠ,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298550648,614936147053 이택배 언제도착할까요ㅠㅠ
34,피파3 4114 cf즐라탄 은카vs유레 히바우두vs유레 차범근 누가 좋을까요?,/qna/detail.nhn?d1id=2&dirId=20608&docId=298550485,"4114 cf즐라탄 은카vs유레 히바우두vs유레 차범근 누가 좋을까요?침투,속가,골결정력,연계,헤딩,몸싸움,체감 등등 다 따져서요빠른 역습 포메이션이라서센포는 가급적 내려오면 안됩니다.주전에서 사용중인 웨아같은 선수를 찾는겁니다."
35,마인크래프트 블록런처  마인크래프트 마스터 질문,/qna/detail.nhn?d1id=2&dirId=20411&docId=298550461,"최신버전으로 마인크래프트를 플레이하는중인 유저입니다.맵을 크게 만들 계획이라 월드에딧을 사용할려고 마인크래프트 마스터랑 블록런처를 다운받고맵을 제작할려고 게임에 들어가보니 제가 만들 맵이 뜨지가 않네요..혹시나 하는 마음에 외부, 에플리케이션 으로도 바꿔보고 삭제까지 해봤는데 맵이 뜨지가 않네요...;맵 찾는 방법좀 알려주시면 감사하겠습니다 :D"
36,플스4를 가지고 있습니딘.. psn에서 플스3 타이틀을 구매해서 돌리면.. 돌아가나요?,/qna/detail.nhn?d1id=2&dirId=20904&docId=298550436,플스4를 가지고 있습니딘..psn에서 플스3 타이틀을 구매해서 돌리면..돌아가나요?
37,게임 회원가입 좀 해주실분 ㅜㅜㅜ,/qna/detail.nhn?d1id=2&dirId=201&docId=298550372,계정이 10개 초과되어 만들 수가 없는 상황이라회원가입 해주실 수 있는분은 아래로 연락주세요자세한 내용도 오픈챗으로 말씀드릴게요https://open.kakao.com/o/sWsPtYH사례는 문상5천원 드릴거구완료됨과 동시에 핀번호+채택 모두 다 해드려요ㅠ
38,유령방 초대좀요 ddujin2 초대후 답변 다시면 채택해드릴게요,/qna/detail.nhn?d1id=2&dirId=208&docId=298550310,유령방 초대좀요 ddujin2초대후 답변 다시면 채택해드릴게요
39,서든 셧다운 안내문 도배매크로,/qna/detail.nhn?d1id=2&dirId=20305&docId=298550268,"오늘갑자기 서든 대기실화면에 자꾸 셧다운안내문 매크로가 도배되서 게임을 할수가없어요게임시 화면중간에 안내문 절대 사라지지도않고 대기실에서는 채팅조차 할수가없어요나이도 24이고 명의도 제명의인데 한번도 이런적없다가 갑자기 이러네요문의는 일단해놧는데 재설치,재부팅.재접 다안되고요 아진짜 게임을 할수가없어요 신경쓰여서고객센터.서든홈피,네이버 등등 저거에 관련된 내용은 하나도없어서 지금 진짜 스트레스 받네요;해결방법 아시는분 없나요;"
40,안녕하십니까 저희 아버님께서 이빨에서 액체가 자꾸 나온다고 하셔서 여러 병원을 다 다녀 봤어도 원인을 알지,/qna/detail.nhn?d1id=2&dirId=20412&docId=298550211,안녕하십니까 저희 아버님께서 이빨에서 액체가 자꾸 나온다고 하셔서 여러 병원을 다 다녀 봤어도 원인을 알지 못하고 있네요 가만 있으면 끈적끈적한 액체가 나와서 붙는다고 합니다 어떻게 해야 할까요
41,outpreted 뜻이 머임?,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298550209,outpreted 뜻이 머임?
42,스팀 gta5 사려고하는대 제가 pc방에서만할꺼거든요 세이브파일도 혹시 스팀내에 저장되는건가요?,/qna/detail.nhn?d1id=2&dirId=211&docId=298550186,스팀 gta5 사려고하는대 제가 pc방에서만할꺼거든요 세이브파일도 혹시 스팀내에 저장되는건가요?
43,서울 진로태마학습을 가야되는데 10만원한에서 노는것도 조금있어야 되는데 짜주세여,/qna/detail.nhn?d1id=2&dirId=20605&docId=298550117,서울 진로태마학습을 가야되는데 10만원한에서 노는것도 조금있어야 되는데 짜주세여옷도 사야되요
44,배틀 그라운드 프로팀 스크림 어떻게보나요,/qna/detail.nhn?d1id=2&dirId=203&docId=298550007,보고싶은데 방법을 몰라요..
45,피파3 스쿼드질문드립니다! 제가현재꾸리고있는팀인데요ㅜ 크로스를안하고 패스로 연계 스루또는큐떡으로 골을많이넣습,/qna/detail.nhn?d1id=2&dirId=20608&docId=298549759,피파3 스쿼드질문드립니다!제가현재꾸리고있는팀인데요ㅜ크로스를안하고 패스로 연계 스루또는큐떡으로골을많이넣습니다.근대위사진처럼 하니 공격도안되고 수비도안되더라구요ㅜ1.혹시더 보강을해야할선수가잇는지2.지금포메이션말구 저처럼 크로스안하고 온니 패스플레이로하려면어떻게해야하는지3.전술적으로 수치는? 어떻게해야하는지고수님들부탁드리겠습니당ㅜ
46,모바일게임 삼국지m 견희쿠폰 주실분 찾아요 ㅠㅠ 내공 100겁니다 ㅠㅠ 부탁드려요. 쪽지로 답변주시면 감사할,/qna/detail.nhn?d1id=2&dirId=207&docId=298549591,모바일게임 삼국지m 견희쿠폰 주실분 찾아요 ㅠㅠ내공 100겁니다 ㅠㅠ 부탁드려요. 쪽지로 답변주시면 감사할게요 ㅠㅠ.
47,유희왕 연령대,/qna/detail.nhn?d1id=2&dirId=20705&docId=298549569,유희왕 게임이 초등 학생이 저~중 학년이 플레이 할 수 없는 게임이라는건 잘알고초등학생이 플레이할 게임이 아닌 것도 알고 있으나 자세한 연령대가 어떻게 되죠?유희왕 애니 역시 어린애들이 볼 스토리는 아닌거 같은데 이 역시 연령대가 어떻게 되나요?
48,배틀그라운드 사양좀 봐주세요 ! 내공 100!!!,/qna/detail.nhn?d1id=2&dirId=20304&docId=298549521,말그대로 배그 사양좀 봐주세요 !이정도면 중옵정도는 가능한가요?바꿔야할 조합이 있으면 어느건가요?저상태로 조립해서 쓰면 아무문제는 없을까요?내공 100 겁니다 !!
49,청바지 입고 걸을때 바지가랭이쪽에서 뽁소리가 계속나요. 이유가 뭔가요? 옷이 작아서 나는걸까요 커서 나는걸까,/qna/detail.nhn?d1id=2&dirId=20207&docId=298549205,청바지 입고 걸을때 바지가랭이쪽에서 뽁소리가 계속나요. 이유가 뭔가요? 옷이 작아서 나는걸까요 커서 나는걸까요? 제발 이 소리 안나게 해주는 방법좀 알려주세요ㅜ.ㅜ
50,소래포물대,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298549133,소래포물대
51,롤 솔랭 플레3인데 친구들한테 롤 잘한다고 해도되요?,/qna/detail.nhn?d1id=2&dirId=20132&docId=298549086,롤 솔랭 플레3인데 친구들한테 롤 잘한다고 해도되요?
52,이폰트죰ㅠ 제발ㅠ,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298548999,이폰트죰ㅠ제발ㅠ
53,배틀그라운드 PC 호환가능한가요?,/qna/detail.nhn?d1id=2&dirId=20304&docId=298548970,조립 PC이렇게 사려고 하는대 호환이 가능할까요?배그 돌리는대 문제 문제 없겠죠?
54,대학성적삭제,/qna/detail.nhn?d1id=2&dirId=20303&docId=298548836,올해부터 성적이 삭제가 안된다고 하던데 아예 안되나요?? 한과목을 너무 못해서...
55,저렇게 뜨고 테런 실행이 안되는데 어떻게 하나요?,/qna/detail.nhn?d1id=2&dirId=211&docId=298548818,저렇게 뜨고 테런 실행이 안되는데 어떻게 하나요?
56,냄비에 이런 얼룩이 지워도 계속생겨요 원인이 무엇이고 없앨려고 하면 어떻게 해야될까요?,/qna/detail.nhn?d1id=2&dirId=20412&docId=298548767,냄비에 이런 얼룩이 지워도 계속생겨요원인이 무엇이고 없앨려고 하면 어떻게 해야될까요?
57,RPG만들기로 APRG만드는 법 알려주세요.,/qna/detail.nhn?d1id=2&dirId=201&docId=298548756,댓글로 방법을 자세히 설명해 주실 분만 알려주십시오.사이트 링크나 강좌 검색 같은 글은 신고하겠습니다.따로 연락하셔서 알려주셔도 됩니다.
58,메이플 어빌리티 유니크 등급,/qna/detail.nhn?d1id=2&dirId=2011402&docId=298548707,어빌리티 유니크 등급인데어빌에서 보공30 두줄 띄우고 싶은데 극한직업 인가요?무자본이라서 스펙 올리기 쉽지 않은데 명성치 36만쯤 있구요보공이110정도 밖에 안되서 챙기고 싶거든요장비템으로 하기에는 너무 돈이 많이 들까봐요무자본으로 근데 카룻이 가능할지아란 레벨208 자벞 노스윙 64만 나오구요데슬링크 보공퍼 올렸는데 보공200찍기가 쉽지가 않더라구요카룻 할려면 스공200만 보공200 방무80은 되야 된다는데ㄷㄷ갈길이 ㅈㄴ머네요제가 아란 젬펙업 개념도 없는데유효코어가 파블 비욘더 파이널어택 스매쉬스윙?으로 알고 있는데 젬톤 까서 유효코어 최소2줄 뜨면 그걸로써도 되는 건가요? 그리고 강화하면 되요?보니까 제물로 바치는 코어도 있고 제작하는 것도 있던데제작하는걸로 코어 만들라는데 뭔소리죠?성심성의껏 알려주세요..ㅡᆢ
59,검은사막 56렙다크나이트,/qna/detail.nhn?d1id=2&dirId=201&docId=298548552,막 각성한 다크나이트 입니다. 1억 정도 있고 지금 소산도 못돕니다. 물어보니까-1차-1. 장 극 무기2. 장 그루닐3. 아술라 세트-2차-1. 고극 무기2. 고극 그루닐3. 아술라 세트-3차-1. 고 보스무기2. 고 보스 방어구3. 광 악세-4차-1. 고 악세라시더라고요.근데 크자카랑 단델은 엄청 비싸던데 제가 직접 보스를 잡아야하나요?(쿠툼은 8강짜리 있습니다)제발 제 아이템들을 보시고 앞으로 어떻게 파밍하고 템을 맞춰야 할지 가르쳐주세요. 제발 자세히부탁드립니다.(뉴비라 위의 글처럼 고극무기라고 하시면 각성무기를 말하는지 주무기를 말하는지 모릅니다)
60,스타2 저그유저입니다 지금까지 잠복바퀴+히드라로 했는데 뮤탈리스크와 타락귀에 관심이 생겨서 질문합니다. 1.,/qna/detail.nhn?d1id=2&dirId=2020402&docId=298548524,"스타2 저그유저입니다 지금까지 잠복바퀴+히드라로 했는데 뮤탈리스크와 타락귀에 관심이 생겨서 질문합니다.1.올뮤탈 했더니 쉽게 녹아서 어렵더라구요 뮤탈빌드가 따로 있나요? (뮤탈, 타락귀, 저글링, 맹독충) 이렇게 가려는데 어떻게 비율을 맟춰야 할 지 감이 잘 안옵니다. 비율을 알려주시거나 다른 뮤탈리스크를 이용하는 빌드 있으면 알려주시면 감사합니다.2.상대가 만약 전부 공허 포격기나 전투순양함(배틀크루저)면 타락귀만 뽑아서 상대해도 됩니까?"
61,포켓몬스터 블랙2에서 야생포켓몬 치트코드는 어디서 구하나요?,/qna/detail.nhn?d1id=2&dirId=20413&docId=298548491,마스터볼 하이퍼볼 버리고 포켓몬 잡는건 질색이라서 야생포켓몬 치트코드 좀 알려주세요
62,던전앤파이터 이용관련,/qna/detail.nhn?d1id=2&dirId=20106&docId=298548411,던전앤파이터는 이미 이년 동안 했는데 원래는 인증해야 한 것 거의 없거든요.근데 왜 요즘에 할 때 인증번호 따라고 자주 나온는 거요???문의도 했는데 답편 아직도 없고 고객센터에의 전화번호도 못찾아서 좀 자쯩나네.....님들 원인은 자세히 답편해주시면 정말 감사하겠습니다.
63,이물건은언제쯤도착할까요 일요일아침입금을했는대 ㅜ.ㅜ 월요일 배송중이라고뜨는대 옷을빨리입고싶내요,/qna/detail.nhn?d1id=2&dirId=20207&docId=298548350,이물건은언제쯤도착할까요일요일아침입금을했는대 ㅜ.ㅜ월요일 배송중이라고뜨는대옷을빨리입고싶내요
64,사쿠라대전1 (세가새턴) 공략 나왔던 게임챔프 몇월호?,/qna/detail.nhn?d1id=2&dirId=201&docId=298548060,t턴으로 발매당시 사쿠라대전1 공략 실렸던 게임챔프 몇월호인지 혹시 아는분 계세요?챔프는 거의 모든 월호를 중고로 구입할수있는데를 아는데 사쿠라대전1 공략실린거로 구입하려고합니다
65,개인회생 납부중인 사장님께서 근로자 4대보험 가입 시켜줄시 불이익이 잇나요? 사장님이. 원래혼자하셨다가 너무,/qna/detail.nhn?d1id=2&dirId=20207&docId=298547931,개인회생 납부중인 사장님께서근로자 4대보험 가입 시켜줄시 불이익이 잇나요? 사장님이.원래혼자하셨다가 너무 힘들어서 저를 월 100주고 고용하시려고 하는데 4대보험이 걸리네요미용직이여도 ... 이런경우 회생중인 사장님이 불이익을받을까요 저한테 4대보험해줄시요
66,내공 50) 포켓몬고 1. 애버라스 포켓몬고 애버라스 알에서 나온놈이랑 길가다 잡은 놈이 있는데 두놈중 어떤,/qna/detail.nhn?d1id=2&dirId=20413&docId=298547768,내공 50) 포켓몬고1. 애버라스포켓몬고 애버라스 알에서 나온놈이랑 길가다 잡은 놈이 있는데 두놈중 어떤 놈을 키워야할까요?아니면 개채값 더 좋은놈 나올때 까지 참고 기다릴까요?어차피 사탕도 63개 밖에없고...(기술머신이 있긴 있어요)2.럭키두놈중 키우는게 나을지..아니면 더 좋은놈 나올때까지 기다릴지(진화는 곧 가능해요)3. 미뇽사탕 충분해요. 진화할지 더 좋은놈 기다릴지로 계속 고민중입니다
67,mri찍으려고하는데 실비보험들고 바로 찍어도 할인해줘요? 허리찍을라하는데 비싸더라구요 실비 가입하고 바로 찍,/qna/detail.nhn?d1id=2&dirId=20207&docId=298547753,mri찍으려고하는데 실비보험들고 바로 찍어도 할인해줘요?허리찍을라하는데 비싸더라구요실비 가입하고 바로 찍어도 할인해줘요?
68,온라인게임 클로저스 템 맞추는방법 관련질문,/qna/detail.nhn?d1id=2&dirId=204&docId=298547688,"지금 20일 조금 넘은 신규 유저입니다 제가 루나로 육성중인데요 만렙은 일찍 찍어놓고 지금 템을 맞추고 있는 상태입니다 이 게임은 최종템이 감시자,포식자,불멸 인걸로 알고있는데 지금 아직 루나를 감시자만 맞춘상태고 포식자를 못맞춘상태인데요 루나 포식자로 템맞추는게 맞는거죠? 그리고 원래 이렇게 템이잘안나오나요? 현재 괴조 인가 거기서 포식자가 나온다는데 다른 캐릭터는 나오는데 루나만 안나오더라구요...아 그리고 루나로 돌다보면 다른 캐릭터 감시자,포식자,불멸이 나오던데 다음키울 캐릭터전용 템을초월 다 시켜놓고 그레모리 차원상자로 옮겨주는 식으로 하는게 맞는 방법인가요?이벤트로 얻는 교불 차원상자가 지금 많아서요.."
69,오버워치 감도100 하는 친구 어떻게 생각하시나요?,/qna/detail.nhn?d1id=2&dirId=20313&docId=298547681,오버워치 감도100 하는 친구 어떻게 생각하시나요?
70,저랑 오늘 배그하실분 피방 갈때 항상 혼자가는데 같이 할 사람 있음 좋겠네요. 게임 정말 좋아하시는분요. 스,/qna/detail.nhn?d1id=2&dirId=203&docId=298547662,저랑 오늘 배그하실분피방 갈때 항상 혼자가는데 같이 할 사람 있음 좋겠네요.게임 정말 좋아하시는분요. 스쿼드 돌려도 되긴한데 매번 새로운 사람 만나니 뭔가 각각의 게임 스타일을 따라가기 힘든 느낌. 오늘 6시에가서 12시까지 할건데 1~2시간만 하셔도 상관없어요~ 실력도 상관없습니다!
71,피파3 질문,/qna/detail.nhn?d1id=2&dirId=20608&docId=298547621,가성비 좋은 선수들좀 추천 해주세요리얼 쌉 좋은걸로..포메이션- 4-1-3-2잡팀 으로여
72,궁금한게 있어서 그러는데 답변좀 자세히좀요,/qna/detail.nhn?d1id=2&dirId=2011606&docId=298547610,궁금한게 있어서 그러는데답변좀 자세히좀요
73,검은사막 모바일 거점전 관련 질문입니다 대포와 코끼리 구매가 가능하던데 거점전 후에도 사용이 가능한가요?,/qna/detail.nhn?d1id=2&dirId=201&docId=298547594,검은사막 모바일 거점전 관련 질문입니다대포와 코끼리 구매가 가능하던데거점전 후에도 사용이 가능한가요?
74,한국에서 간단한 게임을 만들어서 웹사이트에 개재시,/qna/detail.nhn?d1id=2&dirId=212&docId=298547459,한국에서 간단한 게임을 html5 게임으로 만들어서 웹사이트에 개재 후 페이스북등으로 공유되게끔 하려고하는데요.게임진흥원 때문에 국내에는 이런 간단한 게임을 만들어도(그래픽은 화려하지만 조작이 간단함)할수없다고 나오는데요?페이스북에서도 보면 페이스북 게임.... 한국에선 서비스 할수없다고 나오는데..웹사이트에 간단한 게임 개발 후 페이스북등으로 공유되게끔 하는 행위가 안되는건가요?
75,그랜드체이스 모바일 게임,/qna/detail.nhn?d1id=2&dirId=208&docId=298547367,그체 모바일이 카카오랑 먼저 출시 출시했던 M이 있던데 어떤게 인기가 더 많나요?M은 보아하니 추락세던데
