,0,1,2
10,인테리어를 꾸미기위해서,/qna/detail.nhn?d1id=8&dirId=80802&docId=298553081,제가 인테리어 소품 아이템을 몇개 사려는데혹시 최근 트렌드가 어떤가요세련된느낌?올드한느낌?
11,"택배 언제올까요,, 하루째 배송예정 상품 인수중이라고 떠있어요ㅠㅠ 내일 꼭 받아야되는데요ㅠㅠ 대한통운 614",/qna/detail.nhn?d1id=8&dirId=81302&docId=298553077,"택배 언제올까요,,하루째 배송예정 상품 인수중이라고 떠있어요ㅠㅠ내일 꼭 받아야되는데요ㅠㅠ대한통운 614938502586"
12,중고차 더뉴스포티지R 어떤게 나을까요..,/qna/detail.nhn?d1id=8&dirId=8110201&docId=298553076,"더뉴스포티지알 두대중에 고민하고있습니다.둘다 연식은 2014이며 무사고 입니다.A차량은 65.000km 탄 프레스티지 등급으로 헤드램프hid이며전동시트, 통풍시트 등 옵션이 괜찮구요. 1680만원입니다.B차량은 73.000km 탄 트렌디 등급이며 저위의 옵션은 없습니다. 1620만원이구요.여러분들이라면 어떤걸 고르겠나요?? 물론 둘다 차에 문제가 없다는 가정하에요."
13,타투한지 2주됬는데 등산가고싶어요ㅠㅠ 안되겠죠?,/qna/detail.nhn?d1id=8&dirId=803&docId=298553057,타투한지 2주됬는데 등산가고싶어요ㅠㅠ 안되겠죠?
14,퍼프로 눈감고 눈밑에 완전히 잘안발라지는데 어떻게바르죠,/qna/detail.nhn?d1id=8&dirId=80101&docId=298553054,퍼프로 다크서클컨실러 눈감고 눈밑에 완전히 잘안발라지는데 어떻게바르죠
15,올뉴말리부 중고차 구입 관련,/qna/detail.nhn?d1id=8&dirId=8110201&docId=298553050,https://m.encar.com/ca/cardetail.do?type=detail&listAdvType;=normal&carid;=22144069#/https://m.encar.com/ca/cardetail.do?type=detail&listAdvType;=normal&carid;=21755116#/https://m.encar.com/ca/cardetail.do?type=detail&listAdvType;=normal&carid;=21996492#/3개 차량 중 추천 좀 부탁드려요그리고 혹시나 해서 말씀드려요.제가 지금 원하는건올뉴말리부2000 아래로1.5터보왠만한 옵션 다 있고색깔은 청색이면 되구요(무조건 청색)무사고 차량이구요키로수도 많지는 않았음 좋겠네요혹시나 그런 올뉴말리부 중고 차량 보유하신 분이면 연락처 남겨주세요2000만원 더주고 망해가는 지엠 차량 구입하고 싶진 않네요근데 디자인이 너무 갠취라 사는 겁니다
16,이거 뭔렌즈에요..!??!? ㅠㅠㅠㅠ 알려주세뇨ㅠ❤️ 참고로 렌즈미 10000원짜리에요'^',/qna/detail.nhn?d1id=8&dirId=8030301&docId=298553040,이거 뭔렌즈에요..!??!? ㅠㅠㅠㅠ 알려주세뇨ㅠ❤️ 참고로 렌즈미 10000원짜리에요'^'
17,います 가 사람이나 동물에 쓰이는데 예외로 소유를 나타낼 때는 あります 를 쓴다고 하더라구요 그래서 예문에,/qna/detail.nhn?d1id=8&dirId=80502&docId=298553033,います 가 사람이나 동물에 쓰이는데 예외로 소유를 나타낼 때는 あります 를 쓴다고 하더라구요그래서 예문에 나는 아이가 둘 있다에 2人あります 로 쓰였는데다른 문제를 풀 때 보니까우리 집에는 고양이 5마리랑 개 2마리가 있습니다 에서는 います로 쓰더라구요저것도 소유 아닌가요? あります 로 써야 하는 거 아닌가요?
18,이거2개 언재쯤 올까요?,/qna/detail.nhn?d1id=8&dirId=81301&docId=298553032,이거2개 언재쯤 올까요?
19,아침마다 몸살에 시달립니다,/qna/detail.nhn?d1id=8&dirId=814&docId=298553027,"3일째 아침마다 몸살에 걸립니다증상은 고열에 오한이 느껴지는데 몸살약 먹고 땀빼면 또 괜찮아졌다가 자고 다음날 일어나면 또 같은 증상이 반복됩니다잠도 평소만큼 자고 (7시간) 딱히 운동을 한다거나 몸을 쓰는 일을 하는것도 아닌데 왜 이럴까요?아, 3일전에 손목 인대가 늘어나서 반깁스하고 소염진통제를 먹고 있는데 이거 때문일까요?"
20,아침마다 몸살에 시달립니다,/qna/detail.nhn?d1id=8&dirId=814&docId=298553027,"3일째 아침마다 몸살에 걸립니다증상은 고열에 오한이 느껴지는데 몸살약 먹고 땀빼면 또 괜찮아졌다가 자고 다음날 일어나면 또 같은 증상이 반복됩니다잠도 평소만큼 자고 (7시간) 딱히 운동을 한다거나 몸을 쓰는 일을 하는것도 아닌데 왜 이럴까요?아, 3일전에 손목 인대가 늘어나서 반깁스하고 소염진통제를 먹고 있는데 이거 때문일까요?"
21,아이오닉 하이브리드랑 벨로스터 1.6 중에 고민중인데 유지비 차이 많이날까요? 신형기준으로요,/qna/detail.nhn?d1id=8&dirId=8110101&docId=298553016,아이오닉 하이브리드랑 벨로스터 1.6 중에 고민중인데유지비 차이 많이날까요?신형기준으로요
22,쌈디 머리 어떤 머리인지 알고싶어요~,/qna/detail.nhn?d1id=8&dirId=8030205&docId=298553013,쌈디 머리 어떤 머리인지 알고싶어요~
23,꽃 무슨 꽃인가요? 핸드폰 케이스에 있는꽃 무슨 꽃인가요??,/qna/detail.nhn?d1id=8&dirId=80604&docId=298553001,꽃 무슨 꽃인가요?핸드폰 케이스에 있는꽃 무슨 꽃인가요??
24,꽃이름좀 알려주세요.,/qna/detail.nhn?d1id=8&dirId=80604&docId=298553000,"봄이 되어서 주변 안양천에 이쁜 꽃들이 피어있는데,,,워낙 제가 꽃이름을 잘 몰라서요...꽃에 관심을 가져보고자 여쭈어 봅니다.꽃이 7종류인데 부탁 드릴께요...1.2.3.4.5.6.7."
25,예전에 웃긴동영상인데 외국동영상이거든요? 강아지 성견이랑 외국인남자가 대화하는건데 강아지 견종은 말라뮤트or,/qna/detail.nhn?d1id=8&dirId=80501&docId=298552998,예전에 웃긴동영상인데외국동영상이거든요?강아지 성견이랑 외국인남자가 대화하는건데강아지 견종은 말라뮤트or허스키 둘중 하나였구요음식에 관해서 외국인남자가 말하는데 강아지가 그래서? 어떻해 했는데? 이런식으로 추임세 넣다가 주인이 마지막에 내가 먹었지 말하자마자 강아지가 noooooooooooooo라고 외치는 동영상이었거든요? 이거 동영상링크 달아주시면 내공 30점 드립니다
26,안녕하세요 이 책 제목좀 알수있을까요 꼭 필요한 책이라서요,/qna/detail.nhn?d1id=8&dirId=80606&docId=298552988,안녕하세요 이 책 제목좀 알수있을까요 꼭 필요한 책이라서요
27,BMW 320d ed 견적요청 선수금 500만원 나머지 48개월 할부 공식+비공식 프로모션해서 견적부탁드립니,/qna/detail.nhn?d1id=8&dirId=8110201&docId=298552956,BMW 320d ed 견적요청선수금 500만원 나머지 48개월 할부공식+비공식 프로모션해서 견적부탁드립니다.가장 합리적인 답변에 연락드리겠습니다.감사합니다.email: rlaghdwn4171@naver.com
28,서울시내버스에 대하여 말씀드립니다.,/qna/detail.nhn?d1id=8&dirId=81201&docId=298552950,서울시내버스에 대하여 말씀드립니다.서울시내버스 중 261번 버스의 첫차와 막차시간에 대하여 알려주세요^^
29,장기렌트 가족보험,/qna/detail.nhn?d1id=8&dirId=8110203&docId=298552938,장기렌트카 아버지와 제가 탈거같고 주로 아버지가타시고 여행가거나할때나 제가 탈거같은데 명의를 아버지로하고 가족보험을해서 제가 장기렌트카를 몰아도 보험적용이 되나요?
30,오토바이 질문합니다,/qna/detail.nhn?d1id=8&dirId=8110105&docId=298552913,오토바이를 구매하고싶은데 그냥 하루10키로 이하 왕복정도로 사용예정입니다혼다 msx125나 혼다나비110 같은 작고 낮은 오토바이 뭐있을까요 스쿠터는 아무리봐도 맘에안들어서요....1종보통면허 소지자입니다 중고포함 200만원이하로 보는중입니다
31,비만 운동법,/qna/detail.nhn?d1id=8&dirId=8030402&docId=298552906,22세 남성입니다.제가 183cm에 105 kg인데..살이 너무 많은거 같아 체중감량을 할려고 합니다.식단은 아침 점심 저녁을 다 먹고아침은 밥 한그릇으로 많이 먹는편이고점심은 원래먹던거에 반만 줄여서 먹습니다.저녁은 7시를 안넘기고 점심에서 한 숟갈만 덜어내고 먹고배고프면 녹차물로만 틈틈히 먹습니다..지금 운동을병행할려고 하는데하루에 2시간식 유산소를 할려고 합니다.유산소로 90kg까지 내려오면그때부터 근력운동이랑 같이 병행할려고 하는데그렇게 15kg정도를 유산소로 빼면살이 처지거나 그런건 없겠죠?제가 몸이 무게가 나가는지라 다른 운동도 힘들어서어느정도 초반만 유산소로 뺄려고 합니다.아니시면 조언좀 부탁드리겠습니다. ㅠ
32,안구렌즈 살때 뭔 서류를 작성했는데 왜 작성 하는건가요?,/qna/detail.nhn?d1id=8&dirId=8030301&docId=298552896,렌즈 살때 뭔 서류를 작성했는데 왜 작성 하는건가요? 이름이랑 전화번호랑 생년월일 썼습니다.
33,요번에 엑센트를 구입하려고하는데 색상때문에 고민이네요 ㅎㅎ 다즐링 블루 랑 소닉실버 두개중에 하려고하는데 혹,/qna/detail.nhn?d1id=8&dirId=8110201&docId=298552888,요번에 엑센트를 구입하려고하는데 색상때문에 고민이네요 ㅎㅎ다즐링 블루 랑 소닉실버 두개중에 하려고하는데 혹시 실사 가지고계신분이나 저색상두개중에 타고있으신분 혹시계신가요??
34,서울시내버스에 대하여 말씀드립니다.,/qna/detail.nhn?d1id=8&dirId=81201&docId=298552886,서울시내버스에 대하여 말씀드립니다.서울시내버스 중 260번 버스의 첫차와 막차시간에 대하여 알려주세요^^
35,176cm 109kg 고도비만25살남자입니다,/qna/detail.nhn?d1id=8&dirId=8030402&docId=298552878,176cm 109kg 고도비만25살남자입니다인생최대무게찍고 충격먹어오늘운동을시작했는데동네작은헬스장이라 기구도없고 트레이너분도없어서오늘운동을아래와같이했는데 (1세트끝나고 30초씩휴식)월수금아래처럼하고화목은 런닝머신만1시간해도 괜찮을까요월~금 운동끝나고 집에와서2일씩 60일동안 스쿼트.플랭크도해볼려고합니다
36,이 벌레 무슨 벌레죠? 창틀이랑 욕실에서 보이는 벌레 같은데요.,/qna/detail.nhn?d1id=8&dirId=80901&docId=298552869,이 벌레 무슨 벌레죠?창틀이랑 욕실에서 보이는 벌레 같은데요.
37,건성용피부 쿠션이나 파운데이션 좋은것좀추천해주세여 유분기없고 많이하애지고 지속력좋은걸루 추천좀해주새ㅔ영,/qna/detail.nhn?d1id=8&dirId=8030302&docId=298552852,건성용피부 쿠션이나 파운데이션 좋은것좀추천해주세여 유분기없고 많이하애지고 지속력좋은걸루 추천좀해주새ㅔ영
38,상현역 피부관리실 추천좀 해주세요,/qna/detail.nhn?d1id=8&dirId=80301&docId=298552848,점점 날씨는 좋아지고 있구 ㅜㅜ여름대비 바디 관리 하고싶은데전체적으로 순환도 안되는것 같구 ㅜ 상현역 부근에 피부관리실 다닐만한곳 있을까요??피부관리실이 좀 깨끗했으면 좋겠어요 ~
39,342384750034 택배 오늘까지 올수있을까요..?,/qna/detail.nhn?d1id=8&dirId=81302&docId=298552844,342384750034 택배 오늘까지 올수있을까요..?
40,신형 아반떼 블루투스 연결 방법좀 알려주세여 폰은 아이폰이에요,/qna/detail.nhn?d1id=8&dirId=81103&docId=298552826,신형 아반떼 블루투스 연결 방법좀 알려주세여폰은 아이폰이에요
41,타투 한지 5일째인데요 딱지가 막올라와요 그리고 조금식 벗겨지고있는데요 제가 일특성상 긴옷을입어야하고 긴옷못,/qna/detail.nhn?d1id=8&dirId=803&docId=298552822,타투 한지 5일째인데요 딱지가 막올라와요 그리고 조금식 벗겨지고있는데요 제가 일특성상 긴옷을입어야하고 긴옷못입고잇어서 팔토시 하고있어요 괜찮을까요??
42,대한통운 내일오나요? 614942131681,/qna/detail.nhn?d1id=8&dirId=81302&docId=298552808,대한통운 내일오나요?614942131681
43,26분안에답변채택,/qna/detail.nhn?d1id=8&dirId=80101&docId=298552802,(20대초반)키작고 똥배가 나온 청각장애인과 지적장애인 포함 2급에 여자가 살 뺀 후에 자신감이 생겨야 성격이 바뀔수 있다는 것 맞는 말인가요?
44,여기어딘가요?,/qna/detail.nhn?d1id=8&dirId=81206&docId=298552800,여기어딘가요?
45,스페인어로 한국어 발음으로 번역좀 해주세요ㅜ,/qna/detail.nhn?d1id=8&dirId=801&docId=298552797,언제든지 따스한 니 손이 난 좋아많은것을 담고있는 그미소가 난좋아많은걸 못해줘서 넌 미안하단 말 해도너를 만나고 세상은 다 천국이 됐는걸조금더 한번더 뭔가 주고싶은 내맘 달리오늘도 이 어두운 거릴 어제처럼 함께 걷는 일 밖에 못해말로는 다못해 나의 사랑이 어떤건지가볍게 말로만 앞선 사랑보다 너의 영원한 마음을 원해우리곁을 스치는 저많은 사람들어디선가 부드러운 음악소리 들려와이순간 바로 네가 내곁에 있어서좋아너만 있다면 언제든 내 마음은 부자야조금더 한번 더 뭔가 주고싶은 내 맘 달리오늘도 이 어두운거릴 어제처럼 함께 걷는일 밖에 못해말로는 다못해 나의 사랑이 어떤건지가볍게 말로만 앞선 사랑보다 너의 영원한 마음을 원해쓸쓸한 밤공기 따스함이 느껴지고까만 하늘 별빛들은 쏟아져 내리고 있어함께한 이 길이 오늘따라 아름답고 지켜봐 우리의 행복을마음이 예쁜 너 내가 사랑하는 이유인 걸가난한 내 인생속에서 무엇보다 너는 최고의 행운이야사랑해 감사해 항상 내 맘에 쌓인말들말하지 않아도 너의 맘 알고있어 영원히 변하지 않기를 바래>>>스페인어로 한국어 발음으로 번역좀해주세요ㅜㅜ부탁드립니다ㅜ
46,샤크라출신황보단골집,/qna/detail.nhn?d1id=8&dirId=81206&docId=298552796,어디에요?
47,"1학년 내신등급 : 3.85 2학년 내신등급 : 3.60 1, 2학년 내신 평균좀 알려주세요",/qna/detail.nhn?d1id=8&dirId=81204&docId=298552795,"1학년 내신등급 : 3.852학년 내신등급 : 3.601, 2학년 내신 평균좀 알려주세요"
48,구로미용학원추천이요ㅠ (급해요) 안녕하세요.저는 졸업을 앞둔 대학생인데요.. 전공으로 취업을 준비하는데 막막,/qna/detail.nhn?d1id=8&dirId=80306&docId=298552794,구로미용학원추천이요ㅠ (급해요)안녕하세요.저는 졸업을 앞둔 대학생인데요..전공으로 취업을 준비하는데 막막해서..자격증을 준비하고싶은데 미용에 평소 관심이 있어서 미용 자격증 알아보는데 학원을 다니는ㄴ게 좋다고들 하셔서요..!위치는 제가 구로에서 자취를해서 가까운 곳으로 추천해주세요~!!!
49,짜파게티가 이번년도 2월28일까진데 지금먹어도 상관없나요? 맛이 없을까요...,/qna/detail.nhn?d1id=8&dirId=802&docId=298552784,짜파게티가 이번년도 2월28일까진데지금먹어도 상관없나요? 맛이 없을까요...
50,나이키 신발 이름,/qna/detail.nhn?d1id=8&dirId=8040202&docId=298256304,알려주세요 이름
51,건성피부 밀착 갑 파운데이션 질문이욥!!,/qna/detail.nhn?d1id=8&dirId=80303&docId=298552779,"제가 건성피부라 모이스처 쿠션,에센스 쿠션 등등 촉촉한 제품들 위주로 화장을 해왔는데요.뭔가 발라도 바른것 같지 않고 제가 피부가 좀 하얀편인데 별차이 없는것 같아서요.커버제품들은 매트한감이 있는것같고 막 문지르면 때처럼 나온다고 해야하나??여튼 그런건 싫고요 ㅜ.화장하기전에 기초화장 잘 챙겨서 하면 얼마 안가서 많이 무너지더라고요.여튼 착 밀착되고 뭔가 바른 느낌이 드는 그런 파운데이션이나 쿠션 추천이욥!!!"
52,폰이 작동중일 때 햇빛에 닿아서 뜨거워지면 폰에 안좋나요? 안좋다면 이유는 뭔가요?,/qna/detail.nhn?d1id=8&dirId=8020505&docId=298552769,폰이 작동중일 때 햇빛에 닿아서 뜨거워지면 폰에 안좋나요? 안좋다면 이유는 뭔가요?
53,전남편이 아이들 명의로통장을발급해 사용중이였고..저희는이혼했습니다..그런데 이혼후 제가 아이통장을재발급받고비,/qna/detail.nhn?d1id=8&dirId=80102&docId=298552761,전남편이 아이들 명의로통장을발급해 사용중이였고..저희는이혼했습니다..그런데 이혼후 제가 아이통장을재발급받고비번을바꾸고 그안에 들어있던 돈을다출금했습니다..어떤 문제가있을까?형사고소나민사나..돈을다시돌려받는방법이 잇나요?
54,스타단골집좀,/qna/detail.nhn?d1id=8&dirId=814&docId=298552760,http://v.entertain.media.daum.net/v/20180402193824336?f=m 이승기박신혜차승원단골집이어디야
55,BMW X7의 제원은 어느정도 일까요?,/qna/detail.nhn?d1id=8&dirId=81104&docId=298552748,BMW X7의 제원은 X6와 비교해서 어느정도 일까요?
56,자동차 이자율 계산부탁드립니다.,/qna/detail.nhn?d1id=8&dirId=8110201&docId=298552744,"자동차를 사게되어 이자율 문의드립니다.할부원금 총액: 19.700.000이자 총액/ 이율 :1,396,518 / 4.5%월 납입금 /기간 : 586,014 /36개월1. 이자총액이 1,396,518  원 금액이 나온 계산식을 알고 싶습니다.2. 이율 3.7% 였을때 이자총액 얼만지 알고싶습니다.3. 자동차 이율은 평균적으로 몇 프로 나오는지 알고싶습니다."
57,인테리어를 하고있는데요!,/qna/detail.nhn?d1id=8&dirId=808&docId=298552739,저희집이 체리색이라너무 촌티나요몰딩을 화이트 페인트 칠해도될까요
58,탄수원이 무었인가요? 양식장운영하는데 탄수원을 받아서 사용합니다.,/qna/detail.nhn?d1id=8&dirId=81302&docId=298552722,탄수원이 무었인가요?양식장운영하는데 탄수원을 받아서 사용합니다.
59,포도즙에 아로니아 분말 타먹어도 되나요?,/qna/detail.nhn?d1id=8&dirId=8020603&docId=298552712,포도즙에 아로니아 분말 타먹어도 되나요?
60,2019년형 쏘렌토,/qna/detail.nhn?d1id=8&dirId=811&docId=298552710,2019년형 요소수적용 쏘렌토 언제 출시되나요?쏘렌토 사려고 최종결정 났는데 오일증가 땜에 또 망설여지네요..요소수적용되면 오일증가는 완벽하진 않지만 어느정도 괜찮다던데..기아 영맨님들 2019 쏘렌토 언제나오는지 알려주세요!
61,운전면허 순서 운전면허 학원은 가려고합니다 안전교육을 먼저 하고 학원을 가아하나요? 비용 조금이라고 저렴하게,/qna/detail.nhn?d1id=8&dirId=8110303&docId=298552709,운전면허 순서운전면허 학원은 가려고합니다안전교육을 먼저 하고 학원을 가아하나요?비용 조금이라고 저렴하게 하고싶어요. 방법알려주세요 ㅎ
62,창문시트지 간판,/qna/detail.nhn?d1id=8&dirId=80802&docId=298552704,전체 8층 상가중 7층에 입주해서 가게를 운영중인 사람입니다.창문중 일부만 남겨두고 전체를 시트지 간판으로 시공했습니다.문제는 서쪽방향에 있는 시트지들이 떨어져서 너덜거리고 있어 미관상 보기가 좋지 않은 상태입니다.남쪽방향은 아직까진 괜찮아 보입니다.2년전에 시공했고 저희 보다 먼저 입주한 곳들도 멀쩡한데 저희만 그런게 도무지 이해가 안갑니다.2년이 지나긴 했지만 시공을 잘못한걸로 보고 as요청 해도 괜찮을런지 여쭙니다.
63,대학때부터 알고지낸 친한오빠동생인데요~ 예나지금이나 자주보진 않지만 거의 십년가까이 알고지내다보니 이제편해졌,/qna/detail.nhn?d1id=8&dirId=801&docId=298552698,대학때부터 알고지낸 친한오빠동생인데요~예나지금이나 자주보진 않지만거의십년가까이 알고지내다보니 이제편해졌어요아주잠깐이지만 한달정도 썸탄적이잇는데그냥 흐지부지됐구 지금은 걍 친남매라 하면서 친하게지내고 있습니다특히나 지금은 오빠가 해외에잇어서 한국올때일년에 한두번정도 보고 연락은 거의 이틀에한번꼴로 영상통화를 해요내가 본인한테 호감이잇으면 상대도안다고생각하는 1인인데요전 오빠가 여전히 좋습니다그래서 오빠를 만나면 팔짱까진 아니지만팔짱아닌 팔짱을 끼며 오빠를 잡고다녀요쇼핑할때나 술마실때근데 오빠도 딱히 빼지않더라구여남자는 열여자 마다않는다구 하잖아여그냥 그런건가여?거부안한다는거에 너무 의미를 두면 안되겟져?
64,갑자기 몸무게가 줄어들었어요,/qna/detail.nhn?d1id=8&dirId=80304&docId=298552691,오늘 아침에 재봤는데 2키로가 빠져있더라고요눈이 삐었나싶어서 몇번 더 재봤는데 변함없었어요그런데 생각해보면 어젠 한게 없단말이에요 오히려 살찔짓만 했지운동은 걷기 15분한거밖에 없고아침점심 꼬박꼬박 챙겨먹었고 저녁에는 심지어 삼겹살이랑 야식으로 버블티 마셨고 침대에 누워있던 기억밖에 없는데체중계가 잘못된 걸까요ㅠㅜ?
65,롯데택배 배송,/qna/detail.nhn?d1id=8&dirId=81302&docId=298552687,운송장 228358634055동홍천으로 출발했다는데 갑자기 울산으로 가 있네요 :(이거 잘못 간건가요? 아니면 원래 이런건가요?오늘 내로는 못 받아 보는걸까요?ㅜㅜ
66,LED 벽시계 매립시 전기 관련,/qna/detail.nhn?d1id=8&dirId=8080105&docId=298552673,벽시계 매립 하려고 합니다거실벽이 타일이라서 타일전용 드릴 구매 해서 인터폰으로 빼서 하면 될꺼 같은데인터폰 전원 연결선 찾아서 배선이 문제 입니다벽시계는 220V 에 아답터에 5V 전환하여 사용하는 방식으로 220V에 바로 연결하면 터진다고 하는데전기쪽으론 아는게 없어서 ...그럼 어떻게 해야 된다는 소린지 모르겠네요자세히 알려 주시면 감사 할께요
67,cj대한통운 택배 운송장조회,/qna/detail.nhn?d1id=8&dirId=81302&docId=298552663,614920389843오늘 받을 수 있는건가요??
68,스틸라 아이섀도우팔레트 싱글섀도우 저렴이 알고싶어요,/qna/detail.nhn?d1id=8&dirId=8030302&docId=298552657,스틸라 아이섀도우팔레트 싱글섀도우 저렴이 알고싶어요
69,외모평좀요,/qna/detail.nhn?d1id=8&dirId=8030205&docId=298552651,외모평좀요
70,홍대에서 여자 혼자 돌아다니면 번호 물어보나요? 홍대에서 번호가 제일 많이 따이는 곳이에요?,/qna/detail.nhn?d1id=8&dirId=814&docId=298552644,홍대에서 여자 혼자 돌아다니면 번호 물어보나요?홍대가 번호가 제일 많이 따이는 곳이에요?
71,대리석 시트지를 바르려는데,/qna/detail.nhn?d1id=8&dirId=808&docId=298552641,집 전체에 바르면폼좀날까요비싸보이죠? 대리석
72,미국 결혼 피앙세 비자 질문,/qna/detail.nhn?d1id=8&dirId=816&docId=298552638,"미국 시민권자 남자친구와의 결혼을 계획중입니다.남자친구는 현재 대학을 휴학하고 일 하고 있는 상태이며 부모님은 두분 다 계시지 않습니다. 작년 택스 보고 금액은 3만5천불 이상이였고,저는 한국에서 어머니와 함께 살고 있으며 현재 대학 재학중입니다. 제 명의로 아웃도어 매장이 하나 생길예정이며 (이번주 중으로 계약합니다) 운영은 어머니가 하실겁니다.약혼자 비자 신청은 이번 4월 달 안으로 진행 시작 할 예정이며 여러가지 필요 서류들을 챙기다 보니 의문이 생겨 질문 남깁니다!우선 5*5사이즈의 증명사진 제출 시, 미국에서 제 약혼자가 보낸 제 사진과 이후 한국에서 제가 제출 한 사진이 달라도 괜찮은가요?(사유:최근6개월 이내 찍은 사진이여야 하는데 두 서류의 제출일 차이가 6개월 이상일듯 싶어서요)또 재정상태 증명시 현재 통장의 잔고를 보이는 것 인가요? 아니면 고용주의 편지나 급여 명세서, 택스 리턴을 보여주면 되는 것 인가요? 제 약혼자은 작년 택스 보고시 3만 5천불이 넘는데 최저 생계유지 금액을 초과 하였으니 상관 없는것 맞나요?마지막으로 남자친구가 청원 제출 할때 제 직업을 학생이라고 했는데 이번주 금요일쯔음 제 명의로 어머니가 아웃도어 매장을 오픈하십니다. 추 후에 인터뷰 볼 때 왜 학생이라고 제출하고 제 명의의 매장이 있냐 물으면 서류 작성 당시에는 학생이였고, 서류를 보내는 과정에서 어머니가 명의만 사용하여서 매장을 열었다 하면 괜찮을까요?긴 글 읽어주셔서 감사합니다"
