,0,1,2
10,어깨회전근개염 파열인가요,/qna/detail.nhn?d1id=7&dirId=70106&docId=298553399,어깨회전근개염 진단을 받았습니다. 이게 파열인지.. 그냥 염증인건지 긴가민가하네요.진짜파열이라면 수술을 했겠지만 저는 어깨회전근개염이라 그런지그냥 간단한 치료만 합니다. 근데 회전근개파열이라도 수술안하는 경우도 있다는데그러면 그게 어깨회전근개염일까요?
11,윗니가 거의 몽땅빠지는꿈,/qna/detail.nhn?d1id=7&dirId=702&docId=298553383,꿈에 제가 윗니가 거의 몽땅 쏙빠졌어요그래서 윗니빠진것을 다시 넣으니 쏙들어가드라구요 꼭 틀니같다는 느낌이요벌려보니 아무이상없구요 아랫니에 썩은이가 있는데 빠질려고 하드라구요굉장히 안좋은꿈이라고 들었는데 해몽좀 빨리 부탁드립니다부모님 건강이 별루 안좋아서 질문합니다
12,닥터콜라핏 280 가격 반값?,/qna/detail.nhn?d1id=7&dirId=707&docId=298553365,닥터콜라핏 가격 어디가 좀 저렴하게 살수 있나요? 이거 닥터콜라핏 280 강예원 다이어트로 유명한건가요? 이런 다요트는 처음이라 그러는데 닥터콜라핏 다이어트 가격 많이들 알아보나요? 혹시 이거 시작하면 살얼마나빠지는지 너무 궁금한게 많아요!
13,어깨석회화건염 오십견 차이는?,/qna/detail.nhn?d1id=7&dirId=70106&docId=298553352,저희엄마는 이때까지 어깨가 아프다고하신걸 오십견이라고 알고계셨어요병원에 최근에 함께 갓는데 어깨석회화건염이라고 하더라구요.저는 오십견이란 말은 많이 들어봤지만 어깨석회화건염은 또 첨들어보네요.둘이 차이가 뭔가요? 암만 봐도 엄마 증상이 저는 오십견인줄 알았거든요어깨석회화건염이라는것은 뭔지 설명좀 해주세요
14,관절에 좋은 음식 추천 받을께요,/qna/detail.nhn?d1id=7&dirId=70117&docId=298553345,관절에 좋은 음식 추천 받으려고 하는데요.이제 봄이 다가 오니까 미리 관절에 좋은 음식을섭취 하려고 해요성분이 좋은 제품이라면 더욱 좋을 것 같아요
15,고등학생 다이어트 식단 상식,/qna/detail.nhn?d1id=7&dirId=70701&docId=298553333,"안녕하세요, 고등학교 2학년 입니다.제가 4월달부터 다이어트를 할려고 마음 먹었지만 아무 생각이 없기에 지식인에 여쭈어 봅니다.저는 165cm에 70kg 입니다. 불과 2년전 어깨가 안좋아서 운동을 하다가 그만두게 되었습니다.제 목표는 키는 모르겠지만... 55kg까지 빼고 그 몸무게를 유지 할 예정 입니다질병은 어깨충돌증후근 판정을 받고 2년이나 쉬어서 그런지 근육이 뭉쳤으며 아주 뻗뻗 합니다이 질병 고치는 운동 법 아시면 알려주세요 ㅜ.ㅜ !!! 회전근개 운동을 하라는데 뭐가 뭔지 어떻게 하는지 모르겠습니다어깨를 들거나 꺽거나하면 몸이 아프고 범위가 넓지가 않네요그래서 새벽에 수영을 하는데 그냥 물에서 발차기 밖에 안합니다...이건 운동으로 볼 수 없어요 !!!전 근력운동 웨이트 보다는 유산소운동 스트레칭을 할 예정이에요그리고 아침식사를 하는데 식단은 1.고구마 작은것 3개 대충 150g 2.바나나 1개 100g 3.두유 4.샐러드5.삶은달걀1개아침식사 3시간후 비요트,요플렛, 같은 유산균을 먹습니다.점심은 학교급식 중 많이 먹진 않고 모든 반 정도만 먹을려 합니다저녁식사는 닭가슴살 샐러드.삶은댤걀1개.바나나.이외채소.야채.단호박은 선택해서 먹을려 합니다.그 후 저녁간식은 초코바.초코렛.견과류.달걀 흰자 2개.이렇게 먹을 예정이고 운동은 아마 일주일에 2일 저녁에 유산소 1시간 할려 합니다이외 식단이라든지,패턴유지,고쳐야 할 점이 있으면 도와주세요글 읽어주셔서 감사합니다"
16,성장판 닫혀 간다는데 고1 키 165 남자입니다 일단 저는 확큰적이없습니다 저희형은 77 78 정도되고 저희,/qna/detail.nhn?d1id=7&dirId=70115&docId=298553329,성장판 닫혀 간다는데고1 키 165 남자입니다일단 저는 확큰적이없습니다 저희형은 77 78 정도되고저희누나는 68정도됩니다부모님은 70 60 이구요 전 몸무게가 60입니다점프도 하루에 100개 씩 하구요저희 형은 늦게 컷데여 고1 쭘에 컷다는데 하 ..1.성장판 닫혀가고잇으면 10~12센치 못크나요 저가 정확하게는 163인데 77은 찍고 싶어서요ㅠㅠ2.확 큰적이없어요댓글댓글나도 궁금해요
17,장염이여서 약을 처방받아왔는데 증상에따라 골라 섭취하라고 하더라구요~ 설사를 계속하고 구토는 안하지만 구역질,/qna/detail.nhn?d1id=7&dirId=7010102&docId=298553324,"장염이여서 약을 처방받아왔는데 증상에따라 골라 섭취하라고 하더라구요~ 설사를 계속하고 구토는 안하지만 구역질, 소화불량이있습니다.후로스판디정사이톱신 정가나칸 정어떤약을 섭취해야할까요~?약사님들 알려주세요~"
18,MSM식이유황 관절에 좋나요?,/qna/detail.nhn?d1id=7&dirId=70403&docId=298553312,MSM식이유황이 관절에 좋은 성분인가요?부모님이 관절에 불편함을 느끼고 계셔서MSM식이유황에 대해서 찾아보고 있어요.또는 MSM식이유황이 들어 있는 제품은 뭐가 있나요
19,많이 썩은건가요?,/qna/detail.nhn?d1id=7&dirId=702&docId=298553295,많이 썩은건가요?
20,어깨충돌증후군 견봉수술,/qna/detail.nhn?d1id=7&dirId=70106&docId=298553289,어깨가 아파요 회전근개도 안좋고 견봉이 뾰족하대요어깨를 누르면 아프기도 합니다. 몇번 치료받긴햇는데 딱히 잘 좋아진것도모르겟어요이정도 어깨충돌증후군 수준이라면 견봉수술 그거해야하나요견봉을깎는다는데 아직 의사선생님께 말씀못드렸어요. 병원 간지도 좀 됏고요어깨충돌증후군 견봉수술 하면 괜찮아지겠죠?
21,갱년기 여성종합영양제 추천! 정보!,/qna/detail.nhn?d1id=7&dirId=70403&docId=298553280,갱년기 여성종합영양제 추천!해주시고 추천해주신여성종합영양제에 대한 정보!알려주세요!되도록자세하게 알려주시면 채택요!
22,생리예정일 지낫는데 물같은게 흘렀고 배에서 꼬르륵 소리가 나요 왜 이런건가요??,/qna/detail.nhn?d1id=7&dirId=7011403&docId=298553274,생리예정일 지낫는데 물같은게 흘렀고 배에서 꼬르륵 소리가 나요 왜 이런건가요??
23,갱년기석류 요리법(조리법) 추천!,/qna/detail.nhn?d1id=7&dirId=71103&docId=298553257,갱년기석류가 그렇게 유명하던데 하도 주변에서 석류가 좋다그래가지구요ㅎㅎ석류 요리를 해서먹어도되는건지 잼같은거나 만들어먹어도 괜찮은지 갱년기석류말고 딴것들이 있는지 알려주세요!
24,임플란트 가격이 제일 싼 치과 좀 가르쳐줘,/qna/detail.nhn?d1id=7&dirId=70202&docId=298553253,임플란트 가격이 제일 싼 치과 좀 가르쳐줘
25,초음파 검사,/qna/detail.nhn?d1id=7&dirId=70118&docId=298553249,mild fatty liver.right  hapatic caicif icating초음파 검사했는데 진단명 입니다  해석좀 부탁합니다
26,무릎퇴행성관절염 초기진단받았습니다.,/qna/detail.nhn?d1id=7&dirId=70106&docId=298553239,사십대 남성으로 무릎퇴행성관절염 초기라고합니다.절망적이지만 그래도 관리만 잘한다면 인공관절까지는안가도된다고하시네요(이런걸 불행중 다행이라고 할까요..?)여하튼 저는 무릎퇴행성관절염을 그래도 어떻게든 낫고 싶어서좋다는건 다해볼계획입니다. 우선 병원은 꾸준히 다니고 있고현재 뼈에좋다는 보약도 주문했습니다..  또 무릎퇴행성관절염 초기에 해볼만한 시도있을까요?
27,갱년기약 먹어도 몸에이상없나요??,/qna/detail.nhn?d1id=7&dirId=70404&docId=298553232,최근 지인이 갱년기약‘더 청춘W’를 지인한테 선물받아서 먹고있는데질문좀드릴께요갱년기약 먹어도 몸에 이상안생기나요??별 이상 없을시 장기간 복용해도 괜찮은가요??혹시 단기간복용해보고 괜찮으면 다시 먹고그래도 되나요??알려주세요..
28,수산화 바륨과 수산화 칼슘은 수용성인가요 불용성인가요??,/qna/detail.nhn?d1id=7&dirId=71105&docId=298553222,수산화 바륨과 수산화 칼슘은 수용성인가요 불용성인가요??
29,며칠뒤 제왕절개수술을 앞두고 있는데요.. 임신성당뇨로 다이아벡스500 아침저녁 한알씩 복용하고있어요.. 수술,/qna/detail.nhn?d1id=7&dirId=70114&docId=298553201,며칠뒤 제왕절개수술을 앞두고 있는데요.. 임신성당뇨로 다이아벡스500 아침저녁 한알씩 복용하고있어요..수술전 약 복용을 중지해야하는건지 전날까지는 복용해야하는건지 궁금합니다.
30,사랑니가 나는듯 싶어 통증이 느껴지는데 빼는게 좋을까요?,/qna/detail.nhn?d1id=7&dirId=70203&docId=298553186,사랑니가 나는듯 싶어 통증이 느껴지는데 빼는게 좋을까요?아니면 제가 치아 관리를 잘 못해서 발생하는 충치 통증일까요?저는 대학교 1학년 학생입니다
31,40대 여성 갱년기 증상이 뭐죠..??,/qna/detail.nhn?d1id=7&dirId=70109&docId=298553160,40대 여성 갱년기 증상 좀 알려주세요..명확한 기준이있는건지..아니면 이러이러한증상들이40대 여성 갱년기 증상들이다 라고 알려주세요..
32,생리중 가스.. 복부팽만,/qna/detail.nhn?d1id=7&dirId=701&docId=298553158,제목대로 평상시엔 거의 안그러는데 생리중에 유독 복부에 가스가 차면서복부팽만으로 인한 복통이 심해요ㅠㅠ특히 아침에 일어났을때와 소변본 직후가 제일 심합ㄴㅣ다..원인이 뭘까요?참고로 경구피임약 복용중입니다.
33,소량의 HIV 바이러스가 인체에 들어오면?(내공100),/qna/detail.nhn?d1id=7&dirId=7010107&docId=298553146,"에이즈를 발병하는 HIV 바이러스가 인체에 감염되기 위해서는'충분한 양'이 인체 내로 유입되어야 한다는 전제가 있지요.HIV 바이러스가 묻어있는 주사기 바늘에 찔려도 0.3%확률로만 감염된다고 하니분명히 충분한 양이 들어와야 감염되는 것 같긴 합니다.질문입니다.충분한 양에 미치지 못하는 소량의 HIV 바이러스가 인체 내로 유입되었을 때, 감염되지 않는 이유(감염 확률이 극히 낮은 이유)는 무엇 때문일까요?그리고 인체 세포를 감염시키지 못한 바이러스는 어떻게 처리되나요?이제까지는, HIV 바이러스는 인체의 면역세포에 감염되기 때문에 아무리 소량이어도 인체 내로 들어오게되면 손쉽게 면역세포를 만나게 되고 그렇게 되면 자연스럽게 감염으로 이어질 것이라고 생각해왔었는데, 관련 자료를 찾다보니 소량의 바이러스는 인체 내로 들어오더라도 감염을 일으키기가 어렵다고 하더다고요.도와주신다면 정말 감사하겠습니다.답변 부탁드려요."
34,다이어트 식단 좀 봐주세요,/qna/detail.nhn?d1id=7&dirId=71105&docId=298553138,제가점심시간때 일어나서 아침은 안먹고요점심 : 두무 반모 + 조미김 + 청양고추 2개저녁 : 고구마 하나+계란 하나 해서 다이어트고구마빵 만들어먹는데요위가 줄어서 그런가 저렇게 먹어도 배고프다는 생각은 안드는데요두부랑 고구마만 먹으니까 영양소가 부족한거같아서요부족한 영양소가 무엇인지영양소 채울만한 음식도 추천해주새요
35,헬스 왼팔 오른팔 자극,/qna/detail.nhn?d1id=7&dirId=70701&docId=298553134,이두근 운동을 했는데 오른팔은 먼저 힘빠지는데 자극도 안오는거같고왼팔은 힘도있고  자극이 좀더 오는거같아요팔이 불균형인가요 아니면 한쪽팔에 힘을 너무준건가요?
36,며칠전부터 목이 되게 가려워요.. 딱히 뭐가 낫다거나 그런게 전혀없는데요.. 입술바로밑 주변이 튼거랑 관련잇,/qna/detail.nhn?d1id=7&dirId=70111&docId=298553111,며칠전부터 목이 되게 가려워요..딱히 뭐가 낫다거나 그런게 전혀없는데요..입술바로밑 주변이 튼거랑 관련잇을까요? 입술주변이 원래 이런적이한번두 없엇는데 며칠전부터 따갑구.. 가렵구해요 뭐가난건 아닌데두요.. 목은 그냥 계속 가렵기만해요. 글구 목도가려운데 턱쪽도 마니가려워요ㅠㅠ 병원가는게좋을까요? 이경우엔 어디로가야하죠.. 아니면 집에서 치료할수는 없나요.? 아 그리구 눈도 자꾸부어요ㅜㅡㅜ
37,혈소판감소증 로감주사... 발병한지 5년된 환자입니다. 만성특발성 혈소판감소증으로 잇몸출혈등 증상없이 지내고,/qna/detail.nhn?d1id=7&dirId=7010104&docId=298553101,혈소판감소증 로감주사...발병한지 5년된 환자입니다.만성특발성 혈소판감소증으로잇몸출혈등 증상없이 지내고 있습니다..스테로이드 부작용만 심하고 수치는오르지않아서 고생만 하는데..스테로이드 외 다른방법은 권하시지않더라구요..현재 대학병원 말고 집근처 종합에 다니고 있어서.ㅈ.병원에 문의했더니로감주사 말씀하시던데..자세한건 대학병원에문의해보기로했어요..그동안은 왜 알려주지 않으셨을까 여쭤보니저는 진단받은지 5년째고2년전까진 비보험이었다고 이야기들었는데..효과만 있다면 로감주사 맞아보고싶은데요..로감으로도 효과없으면 비장절제까지 생각하고 있습니다..다니고있는 직장이 문제가 될것 같아서요..로감주사와 비장절제술 중어떤쪽이 더 나을까요..현재수치 29000입니다..
38,자식이 죽으면 어떤 느낌인가요?,/qna/detail.nhn?d1id=7&dirId=70109&docId=298553067,눈에 넣어도 안아픈 예쁜 딸이 하루아침에 사고로 죽어서 사라져버리면 부모의 심정은 어떤가요?아침마다 방에 들어가 깨워주고 이마에 뽀뽀해주던 사랑스러운 딸이 사라져버리면 공허함이 크게 오나요?세세하게 글로 설명부탁드립니다. 예)세상에 갇힌 폐소공포증이 올라와 숨쉬기가 힘들다
39,(내공200 )파오후 탈출운동 알려주세여,/qna/detail.nhn?d1id=7&dirId=707&docId=298553058,"지금고2에 182cm몸무게    103kg인...,상당히문제가많은사람입니다...제가 살을빼려고하는데무슨운동하고헬스장갈거고?밤10시넘어서아침에삶은달걀2개먹으라고하는데맞나요?그리고 운동할때 물 많이많이먹어도 이상있나요?;;줄넘기하루에목표가3000개고헬스장가서 런닝머신뛰다니거나할려는데좋은 운동기구 나방법알려주세요그리고 식사는 점심은학교급식먹고 저녁은 그냥 집밥 먹는데 식단바꿀것도말해주세요.그리고 몇달하면 어느정도쯤빠질가요...내공100겁니다"
40,Artixne복용방법,/qna/detail.nhn?d1id=7&dirId=70404&docId=298553047,Artixne복용방법
41,오른팔이 저리진 않고 손가락만 전기가 오듯 찌릿합니다. 그리고 왼손보단 오른손을 쥘때 많이는 아니지만 쪼금,/qna/detail.nhn?d1id=7&dirId=70107&docId=298553011,오른팔이 저리진 않고 손가락만 전기가 오듯 찌릿합니다.그리고 왼손보단 오른손을 쥘때 많이는 아니지만 쪼금 어렵다는 느낌이 드네요이거 무슨 증상이죠 그리고 전기가 오는건 항상은 아니에요
42,목 오른쪽에 먼가 걸린듯한 느낌이 듭니다.ㅠ,/qna/detail.nhn?d1id=7&dirId=7010102&docId=298552999,제가 목을 많이 쓰는 일을 하고있는데요 요즘 목 오른쪽에 머가 걸린듯한 느낌이 들고 따갑고요 물을 넘겼을때도 따가운 느낌이 들어요 아무리 생각해도 감기 같은 느낌은 아니에요..ㅠ 목도 아프면서 오른쪽귀도 살짝 아픕니다.. 멀까요? 심각한 걸까요?
43,숨쉬는데 상체ㄷㅇ김,/qna/detail.nhn?d1id=7&dirId=70107&docId=298552942,안녕하세요3살때 듀센 머슬 디스트로피를 진단받고 20년째 앓고있는 22샬 냠쟈앱내댜제가 이산화탄소 배출이 원할하지 않아서 1시간 바이팝하고 2시간 쉬고 새벽에는 4시간 쉬고하다가 이번에 안일하게 하다가 이산화탄소 수치가 77까지 올라 2시간하고 1시간 쉬게 되었는데그이후로 바이팝을 빼면 상체가 당기고 땀이 나고 열이나서 너무 힘들어서 하루종일 하게되네요의사분이 호흡근은 멀쩡하다는데 왜 그럴까요?그리고 듀센 머슬 디스트로피 치료약이 없는걸로 아는데 임상실험중인 약은 있나요?
44,사랑니 발치 후 술을 먹을때 발치한 부분에 알코올이 들어가면 안 되는건가요? 아니면 술 먹는거 자체만으로도,/qna/detail.nhn?d1id=7&dirId=70205&docId=298552936,사랑니 발치 후 술을 먹을때 발치한 부분에 알코올이 들어가면 안 되는건가요?아니면 술 먹는거 자체만으로도 안 좋은건가요?어제 휴가나와서 오늘 사랑니 발치했는데 오늘 내일 술 약속이 있어서..술 먹을때 발치 부분만 안닿게 조심해서 먹으면 상관없나요??
45,관계를 노콘 질외사정으로 가졌는데 정말 완벽한 질외사정이였습니다..! 그리고 생리예정일이 하루 지나고 관계를,/qna/detail.nhn?d1id=7&dirId=7011401&docId=298552890,관계를 노콘 질외사정으로 가졌는데 정말 완벽한 질외사정이였습니다..! 그리고 생리예정일이 하루 지나고 관계를 한지 2주가 된날 임테기를 했는데 명확한 한줄이였습니다.. 근데 3일째 생리를 안하네요.. 혹시 임신은 아니겠죠..ㅠㅠㅠ
46,버팀목 전세대출 궁금합니다,/qna/detail.nhn?d1id=7&dirId=70201&docId=298552881,버팀목 전세대출 궁금합니다저는 나이 29(90년생) 연봉 4000예비신부는 나이 27(92년생) 세후 월급200유치원에서 주는월급과 나라에서 주는게 따로있어서정확한 연봉은 모르겠네요..1) 신혼부부 전세대출은 부부합산 연소득6000이라는데 저희는해당되지않는건가요?2) 일반대출로 진행하면 전세금의 80%까지 대출받을수있나요?3) 대출 한도를 알아보려면 아무은행이나가서 상담받으면 될까요?답변부탁드립니다.
47,러쉬 더티 스프레이 대용품 추천 해주세요 후쿠시마 옆 공장에서 만들면서 가격은 여전히 2.5배인 러쉬 더티,/qna/detail.nhn?d1id=7&dirId=70402&docId=298552839,러쉬 더티 스프레이 대용품 추천 해주세요후쿠시마 옆 공장에서 만들면서 가격은 여전히 2.5배인러쉬 더티 스프레이 대용품을 찾고 있어요시원하고 상쾌한향 지속력이 좋은게 뭐가 있을까요?
48,문의드립니다 오른쪽 유두기준으로 약5cm윗부분쪽이 일하다보면 살짝찌릿하거든요 매번그러는게아니고 어쩌다한번씩,/qna/detail.nhn?d1id=7&dirId=70105&docId=298552814,문의드립니다 오른쪽 유두기준으로 약5cm윗부분쪽이 일하다보면 살짝찌릿하거든요 매번그러는게아니고 어쩌다한번씩 찌릿찌릿합니다 엄청불편한건아닌데 기간이 좀오래된것같아서요 몸을쓰는일이긴한데 몸을많이써서그런가요숨을크게 들여마셨을때 살짝찌릿할때고있습니다
49,철분 영양소 철분하고 철제 농기구할때,/qna/detail.nhn?d1id=7&dirId=711&docId=298552799,철하고 다른거 아닌가요?
50,간 혈관종 1.1cm 건강검진 결과 간내 혈관종 또는 국고지방침착 의심 1.1cm 초음파 검사 및 정기검진,/qna/detail.nhn?d1id=7&dirId=7010103&docId=298552767,간 혈관종 1.1cm건강검진 결과간내 혈관종 또는 국고지방침착 의심 1.1cm 초음파 검사 및 정기검진 1년 단위로 하라고 나왔는데 1년뒤 재검사 하면 되겠죠? ..건강염려증이 잇어서 걱정 되네요 ㅠ
51,다리운동을 하면 현기증이나요. 달리기를 하거나 헬스장에있는 종아리마사지기계를 사용하고 나면 얼굴이 뜨거워지고,/qna/detail.nhn?d1id=7&dirId=70117&docId=298552713,다리운동을 하면 현기증이나요.달리기를 하거나 헬스장에있는 종아리마사지기계를 사용하고 나면 얼굴이 뜨거워지고 현기증이나요.평소에 혈액순환이 좋지않은편이라 그런걸가요?
52,생리날짜와 여행날짜가겹쳐서 미룰목적으로 먹고잇는데 첫날에 4시에 먹엇는데 속이느글거려서 8시쯤에 토햇구요 3,/qna/detail.nhn?d1id=7&dirId=70401&docId=298552694,생리날짜와 여행날짜가겹쳐서 미룰목적으로 먹고잇는데 첫날에 4시에 먹엇는데 속이느글거려서 8시쯤에 토햇구요 3.4시간안에 토하면 한알더먹어야된다해서 8시에 한알더먹엇습니다 그럼쭉 8시에 약먹는게맞나요?
53,경구피임약 센스리베를 먹는데 제가 다먹어서 센스리베파는약국찾기가힘들어서 다른 경구피임약을 복용해도될까요...,/qna/detail.nhn?d1id=7&dirId=70402&docId=298552672,경구피임약센스리베를 먹는데 제가 다먹어서 센스리베파는약국찾기가힘들어서 다른 경구피임약을 복용해도될까요... 여행때문에 생리를 늦추려고 먹고있는데 괜찮을지...
54,b85m-g 가좋나요? b85m pro4 가좋나요?,/qna/detail.nhn?d1id=7&dirId=70118&docId=298552671,b85m-g 가좋나요? b85m pro4 가좋나요?
55,유튜브로 눈썹반영구보면,/qna/detail.nhn?d1id=7&dirId=7010104&docId=298552640,모두 피도 안나고하던데전 피가 철철나오드라구요 시술하는사람이 계속 닦고솔직히 마취해도 아프긴했어요 아주 꼭 누르면서하드라구요..피 철철 나오는게 정상인가요
56,아침에 일어나서는 별다른 이상이 없엇는데 10시 좀 넘으니깐 배꼽 아래쪽 부근이 땡기면서 아픈데 어떻게해야하,/qna/detail.nhn?d1id=7&dirId=70101&docId=298552610,아침에 일어나서는 별다른 이상이 없엇는데 10시 좀넘으니깐 배꼽 아래쪽 부근이 땡기면서 아픈데 어떻게해야하나요 맹장수술은 5년전애 햇습니다 살짝 배가 더부룩한 느낌도 들고요
57,외할머니 발이 붓고 저리고 시리고 해서 약국에서 이약 먹는데 속이 쓰리고 매습겁고 터할것 같다고 합니다. 이,/qna/detail.nhn?d1id=7&dirId=70401&docId=298552600,외할머니 발이 붓고 저리고 시리고 해서 약국에서 이약 먹는데 속이 쓰리고 매습겁고 터할것 같다고 합니다.이렇게 발이 붓고 하는 원인이 뭔가요?
58,홍대에서 여자 혼자 돌아다니면 진짜 번호 많이 따이나요?,/qna/detail.nhn?d1id=7&dirId=70117&docId=298552599,홍대에서 여자 혼자 돌아다니면 진짜 번호 많이 따이나요?
59,보디빌딩 시합준비중인 20살 남자입니다 제가 나갈 체급은 -65급인데 궁금한게 있어서 몇자 적어봅니다.. 저,/qna/detail.nhn?d1id=7&dirId=70701&docId=298552595,"보디빌딩 시합준비중인 20살 남자입니다 제가 나갈 체급은 -65급인데 궁금한게 있어서 몇자 적어봅니다..저는 하루 운동량이 근력운동 (대근육60분,소근육30~40분)유산소는 운동끝나고 45분씩 합니다 (총2번)하루동안 먹는 탄수화물은 고구마로(800g)섭취하고 견과류는 하루견과 두봉 (30g) 닭가슴살도(600g) 먹습니다. 가끔 닭가슴살이 물리면 계란 4개로 대체도 합니다..저정도먹으면 2000칼로리에서 2200칼로리가 되는데 제 순수 기초 대사량이 1735칼로리이고 권장열량은 2300칼로리가 나옵니다 저는 트레이너 겹습생 생활을하고있고 활동량도 많은편에 속합니다.. 대회까지 50여일 남았고 체지방 11프로 나옵니다.. 근데 복근보면 외복사근도 나오고 어깨에 혈관도 보이기 시작했습니다.. 혹시 뭔가 잘못된점이 있다면 지적해주세요 ㅜㅜ"
